,hpg_store_id,visit_datetime,reserve_datetime,reserve_visitors
303,hpg_0348c5bff10ce71f,2016-01-02 18:00:00,2016-01-01 20:00:00,4
304,hpg_048dae5452e61c4c,2016-01-02 18:00:00,2016-01-01 13:00:00,3
305,hpg_04e54d34ae2341b0,2016-01-02 18:00:00,2016-01-02 14:00:00,3
306,hpg_05b9ac715a68163b,2016-01-02 18:00:00,2016-01-01 12:00:00,9
307,hpg_0701d6b37217f8c9,2016-01-02 18:00:00,2016-01-01 17:00:00,9
308,hpg_0cd389cd4526b276,2016-01-02 18:00:00,2016-01-01 13:00:00,3
309,hpg_10c2c69ef01dcfd8,2016-01-02 18:00:00,2016-01-02 15:00:00,4
310,hpg_126f14a1fba90056,2016-01-02 18:00:00,2016-01-02 14:00:00,2
311,hpg_127c88c6c40fb724,2016-01-02 18:00:00,2016-01-01 11:00:00,7
312,hpg_12a1862a49507be0,2016-01-02 18:00:00,2016-01-02 14:00:00,3
313,hpg_1315b863d39d94ed,2016-01-02 18:00:00,2016-01-01 23:00:00,3
314,hpg_14d0fcda25dfa7e8,2016-01-02 18:00:00,2016-01-02 16:00:00,3
315,hpg_1508ebcfa219e347,2016-01-02 18:00:00,2016-01-02 04:00:00,3
316,hpg_1594613c0f5d07c7,2016-01-02 18:00:00,2016-01-01 12:00:00,6
317,hpg_1594613c0f5d07c7,2016-01-02 18:00:00,2016-01-02 16:00:00,8
318,hpg_1594613c0f5d07c7,2016-01-02 18:00:00,2016-01-01 09:00:00,8
319,hpg_1719ac90aec9687c,2016-01-02 18:00:00,2016-01-02 16:00:00,2
320,hpg_172b9f2d863b9aac,2016-01-02 18:00:00,2016-01-02 14:00:00,5
321,hpg_175d193e59ccd949,2016-01-02 18:00:00,2016-01-02 16:00:00,11
322,hpg_175d193e59ccd949,2016-01-02 18:00:00,2016-01-02 12:00:00,5
323,hpg_175d193e59ccd949,2016-01-02 18:00:00,2016-01-01 15:00:00,3
324,hpg_18002dc6acb80a30,2016-01-02 18:00:00,2016-01-02 13:00:00,7
325,hpg_1840bdaa8cf0bea9,2016-01-02 18:00:00,2016-01-01 17:00:00,3
326,hpg_18a24e4815b25473,2016-01-02 18:00:00,2016-01-01 17:00:00,8
327,hpg_18bf05eebc85abf8,2016-01-02 18:00:00,2016-01-01 15:00:00,3
328,hpg_196b6133886fabe7,2016-01-02 18:00:00,2016-01-01 22:00:00,3
329,hpg_1a1c7f48b809e84b,2016-01-02 18:00:00,2016-01-01 22:00:00,4
330,hpg_1b5b6b6e237a6483,2016-01-02 18:00:00,2016-01-01 22:00:00,7
331,hpg_1cc9523ff72fc7cc,2016-01-02 18:00:00,2016-01-01 23:00:00,3
332,hpg_1d74896985e0bf2c,2016-01-02 18:00:00,2016-01-02 09:00:00,2
333,hpg_1db660d191e60906,2016-01-02 18:00:00,2016-01-01 16:00:00,8
334,hpg_20a82be82862b230,2016-01-02 18:00:00,2016-01-02 15:00:00,3
335,hpg_20d5aafe81f94ebb,2016-01-02 18:00:00,2016-01-01 11:00:00,3
336,hpg_21d234d52714aad4,2016-01-02 18:00:00,2016-01-01 15:00:00,3
337,hpg_22711c0bd5cc661e,2016-01-02 18:00:00,2016-01-01 16:00:00,2
338,hpg_23ce1aa8cbeaecb9,2016-01-02 18:00:00,2016-01-02 17:00:00,2
339,hpg_251173fa54336bac,2016-01-02 18:00:00,2016-01-02 12:00:00,4
340,hpg_25d2b2a88f2edc09,2016-01-02 18:00:00,2016-01-01 15:00:00,4
341,hpg_25d2b2a88f2edc09,2016-01-02 18:00:00,2016-01-01 13:00:00,6
342,hpg_26e837dd494511ad,2016-01-02 18:00:00,2016-01-02 13:00:00,4
343,hpg_2925c9402352e19b,2016-01-02 18:00:00,2016-01-02 15:00:00,2
344,hpg_29fef2d18e820126,2016-01-02 18:00:00,2016-01-01 13:00:00,2
345,hpg_2a00f08a9c702b49,2016-01-02 18:00:00,2016-01-01 02:00:00,2
346,hpg_2c1d989eedb0ff83,2016-01-02 18:00:00,2016-01-02 15:00:00,6
347,hpg_2c1d989eedb0ff83,2016-01-02 18:00:00,2016-01-02 14:00:00,4
348,hpg_2e10e1956528199a,2016-01-02 18:00:00,2016-01-02 17:00:00,2
349,hpg_2e10e1956528199a,2016-01-02 18:00:00,2016-01-01 20:00:00,2
350,hpg_2e10e1956528199a,2016-01-02 18:00:00,2016-01-01 21:00:00,3
351,hpg_2e7743d1651fd5f2,2016-01-02 18:00:00,2016-01-01 18:00:00,3
352,hpg_2f0e5dabefbfce19,2016-01-02 18:00:00,2016-01-01 18:00:00,6
353,hpg_2f2c307cb40ec041,2016-01-02 18:00:00,2016-01-01 15:00:00,4
354,hpg_2f3f5965d2c5eae9,2016-01-02 18:00:00,2016-01-01 00:00:00,6
355,hpg_2f9cfb6b94dd52b3,2016-01-02 18:00:00,2016-01-02 16:00:00,4
356,hpg_2fc5995aa1cb23d2,2016-01-02 18:00:00,2016-01-01 23:00:00,3
357,hpg_30a3b59294211a0e,2016-01-02 18:00:00,2016-01-01 00:00:00,4
358,hpg_30fcbb26b6c21623,2016-01-02 18:00:00,2016-01-01 16:00:00,2
359,hpg_33ec1499d6b13141,2016-01-02 18:00:00,2016-01-02 08:00:00,4
360,hpg_341d2e8cf9ac7417,2016-01-02 18:00:00,2016-01-02 17:00:00,6
361,hpg_36d75aa66ea87511,2016-01-02 18:00:00,2016-01-01 12:00:00,6
362,hpg_380ea2b1536fbc7b,2016-01-02 18:00:00,2016-01-02 15:00:00,2
363,hpg_3879e84bc70adb68,2016-01-02 18:00:00,2016-01-01 17:00:00,2
364,hpg_3944018f9432d0f8,2016-01-02 18:00:00,2016-01-01 18:00:00,5
365,hpg_3a15235db522181c,2016-01-02 18:00:00,2016-01-01 04:00:00,2
366,hpg_3b25138182a9f8f7,2016-01-02 18:00:00,2016-01-01 13:00:00,3
367,hpg_42e88899d8c1d9f0,2016-01-02 18:00:00,2016-01-01 14:00:00,3
368,hpg_440e39b83954f32c,2016-01-02 18:00:00,2016-01-01 16:00:00,4
369,hpg_448141b5c903abcc,2016-01-02 18:00:00,2016-01-01 13:00:00,8
370,hpg_479ac7e1cf872bc2,2016-01-02 18:00:00,2016-01-01 22:00:00,3
371,hpg_47de138de431e61b,2016-01-02 18:00:00,2016-01-02 14:00:00,4
372,hpg_48831f118aa1bc54,2016-01-02 18:00:00,2016-01-02 12:00:00,2
373,hpg_4888e9fa59f382bb,2016-01-02 18:00:00,2016-01-01 17:00:00,6
374,hpg_48a3caea48be95cc,2016-01-02 18:00:00,2016-01-01 23:00:00,3
375,hpg_49c63685c97e559c,2016-01-02 18:00:00,2016-01-01 20:00:00,2
376,hpg_4a8374129fa6f7a3,2016-01-02 18:00:00,2016-01-01 16:00:00,5
377,hpg_4be2c5af48984013,2016-01-02 18:00:00,2016-01-01 22:00:00,3
378,hpg_4be4a5cb851e45af,2016-01-02 18:00:00,2016-01-02 16:00:00,2
379,hpg_4cbf49e33778f9f2,2016-01-02 18:00:00,2016-01-02 14:00:00,2
380,hpg_4e83f0111fd5c01b,2016-01-02 18:00:00,2016-01-01 11:00:00,2
381,hpg_4e8e2cd513a53dca,2016-01-02 18:00:00,2016-01-01 19:00:00,9
382,hpg_4e8e2cd513a53dca,2016-01-02 18:00:00,2016-01-02 01:00:00,5
383,hpg_4ea82546330aaa31,2016-01-02 18:00:00,2016-01-01 13:00:00,3
384,hpg_50fc3e9f39cfa94a,2016-01-02 18:00:00,2016-01-01 15:00:00,3
385,hpg_51102c243a68c7fc,2016-01-02 18:00:00,2016-01-01 22:00:00,2
386,hpg_517877e215191a04,2016-01-02 18:00:00,2016-01-01 20:00:00,3
387,hpg_526425972a274713,2016-01-02 18:00:00,2016-01-02 15:00:00,3
388,hpg_52aaec1302846a20,2016-01-02 18:00:00,2016-01-02 16:00:00,4
389,hpg_538f182b1bd2e66a,2016-01-02 18:00:00,2016-01-01 17:00:00,9
390,hpg_5470273cf5c882d4,2016-01-02 18:00:00,2016-01-01 10:00:00,2
391,hpg_54c3eb042366fffa,2016-01-02 18:00:00,2016-01-01 13:00:00,4
392,hpg_5533debc2794e418,2016-01-02 18:00:00,2016-01-01 15:00:00,2
393,hpg_55e049e3c86c4653,2016-01-02 18:00:00,2016-01-01 22:00:00,7
394,hpg_5640f97d59ee9076,2016-01-02 18:00:00,2016-01-02 15:00:00,3
395,hpg_5640f97d59ee9076,2016-01-02 18:00:00,2016-01-02 00:00:00,4
396,hpg_5640f97d59ee9076,2016-01-02 18:00:00,2016-01-02 13:00:00,3
397,hpg_58cdc0e928bddc40,2016-01-02 18:00:00,2016-01-01 22:00:00,5
398,hpg_5ac19374111ee58c,2016-01-02 18:00:00,2016-01-02 12:00:00,3
399,hpg_5ac19374111ee58c,2016-01-02 18:00:00,2016-01-01 18:00:00,3
400,hpg_5be081c26f435384,2016-01-02 18:00:00,2016-01-01 03:00:00,8
401,hpg_5c91dadad6330204,2016-01-02 18:00:00,2016-01-01 19:00:00,3
402,hpg_5e958aa528d62285,2016-01-02 18:00:00,2016-01-01 21:00:00,2
403,hpg_5e958aa528d62285,2016-01-02 18:00:00,2016-01-02 12:00:00,4
404,hpg_5f87315f5ed49480,2016-01-02 18:00:00,2016-01-01 13:00:00,2
405,hpg_609a686acc2cd8ff,2016-01-02 18:00:00,2016-01-02 14:00:00,4
406,hpg_61496048f5ea6805,2016-01-02 18:00:00,2016-01-02 16:00:00,3
407,hpg_619a7e97f5bdb311,2016-01-02 18:00:00,2016-01-01 18:00:00,3
408,hpg_63acab893bb35295,2016-01-02 18:00:00,2016-01-01 12:00:00,5
409,hpg_64589f5d86cb7325,2016-01-02 18:00:00,2016-01-02 11:00:00,10
410,hpg_647c4c2753cd4a1e,2016-01-02 18:00:00,2016-01-02 14:00:00,6
411,hpg_6558603382c4d890,2016-01-02 18:00:00,2016-01-01 19:00:00,4
412,hpg_68089c6d06a94530,2016-01-02 18:00:00,2016-01-02 14:00:00,3
413,hpg_6985489b61c176c9,2016-01-02 18:00:00,2016-01-02 12:00:00,4
414,hpg_6abdee9b7ff33817,2016-01-02 18:00:00,2016-01-01 10:00:00,7
415,hpg_6bf24fec199c052e,2016-01-02 18:00:00,2016-01-01 17:00:00,2
416,hpg_6c693ea72af62746,2016-01-02 18:00:00,2016-01-01 22:00:00,4
417,hpg_6c8e7b9725b900ec,2016-01-02 18:00:00,2016-01-02 12:00:00,2
418,hpg_6c93869fbd3ecebf,2016-01-02 18:00:00,2016-01-01 14:00:00,2
419,hpg_6cb7703ccf14bfc6,2016-01-02 18:00:00,2016-01-01 22:00:00,5
420,hpg_6e1adb7229fa30a7,2016-01-02 18:00:00,2016-01-02 14:00:00,2
421,hpg_713b1bfaad0cb0e5,2016-01-02 18:00:00,2016-01-01 19:00:00,4
422,hpg_716906a95eb27288,2016-01-02 18:00:00,2016-01-01 17:00:00,6
423,hpg_71d01822ca19ef58,2016-01-02 18:00:00,2016-01-01 10:00:00,5
424,hpg_71fb038049868c65,2016-01-02 18:00:00,2016-01-01 11:00:00,4
425,hpg_721ea0922faa5f2b,2016-01-02 18:00:00,2016-01-01 22:00:00,2
426,hpg_726310199b681907,2016-01-02 18:00:00,2016-01-01 12:00:00,2
427,hpg_7274be471a06a790,2016-01-02 18:00:00,2016-01-01 15:00:00,3
428,hpg_72cec28e013109b1,2016-01-02 18:00:00,2016-01-02 17:00:00,2
429,hpg_72f56a42a9cbdbd7,2016-01-02 18:00:00,2016-01-02 13:00:00,2
430,hpg_73a0a29c0530b1e9,2016-01-02 18:00:00,2016-01-01 09:00:00,6
431,hpg_741b567d5b172c26,2016-01-02 18:00:00,2016-01-02 03:00:00,8
432,hpg_7459535472b27200,2016-01-02 18:00:00,2016-01-01 12:00:00,7
433,hpg_74746077928a1cd6,2016-01-02 18:00:00,2016-01-01 11:00:00,7
434,hpg_74c866faf4252488,2016-01-02 18:00:00,2016-01-01 17:00:00,7
435,hpg_757a6caaddf39b65,2016-01-02 18:00:00,2016-01-02 04:00:00,10
436,hpg_759e1a0827678a80,2016-01-02 18:00:00,2016-01-01 14:00:00,6
437,hpg_759e1a0827678a80,2016-01-02 18:00:00,2016-01-01 14:00:00,3
438,hpg_75dee99f283b6248,2016-01-02 18:00:00,2016-01-01 16:00:00,2
439,hpg_75f0822282d228bc,2016-01-02 18:00:00,2016-01-02 13:00:00,2
440,hpg_76adae208ded6247,2016-01-02 18:00:00,2016-01-01 23:00:00,6
441,hpg_77e604eb640532b9,2016-01-02 18:00:00,2016-01-01 23:00:00,8
442,hpg_77e604eb640532b9,2016-01-02 18:00:00,2016-01-01 20:00:00,2
443,hpg_78e6277d36cbc357,2016-01-02 18:00:00,2016-01-02 09:00:00,2
444,hpg_794d68837574b8bf,2016-01-02 18:00:00,2016-01-01 20:00:00,2
445,hpg_7b9459b4d837bcc1,2016-01-02 18:00:00,2016-01-01 10:00:00,7
446,hpg_7bb131daa7442f01,2016-01-02 18:00:00,2016-01-02 13:00:00,3
447,hpg_7d3cf25162e59f4a,2016-01-02 18:00:00,2016-01-01 12:00:00,3
448,hpg_7d70810fae09888c,2016-01-02 18:00:00,2016-01-02 05:00:00,4
449,hpg_7de0becfa33c5d11,2016-01-02 18:00:00,2016-01-02 09:00:00,3
450,hpg_7e58fb01d65aca60,2016-01-02 18:00:00,2016-01-02 17:00:00,2
451,hpg_7f05ae1facc969ab,2016-01-02 18:00:00,2016-01-02 17:00:00,3
452,hpg_7f05ae1facc969ab,2016-01-02 18:00:00,2016-01-02 11:00:00,4
453,hpg_8072ff2fb418e273,2016-01-02 18:00:00,2016-01-02 14:00:00,2
454,hpg_8077f8c5e5d46db2,2016-01-02 18:00:00,2016-01-01 00:00:00,9
455,hpg_80aaa8784a401d46,2016-01-02 18:00:00,2016-01-01 13:00:00,3
456,hpg_817e022240239942,2016-01-02 18:00:00,2016-01-01 20:00:00,6
457,hpg_82f34a7be13990cc,2016-01-02 18:00:00,2016-01-01 21:00:00,3
458,hpg_84ca8e1545b529d9,2016-01-02 18:00:00,2016-01-01 08:00:00,2
459,hpg_861a31766bc23f8b,2016-01-02 18:00:00,2016-01-02 12:00:00,2
460,hpg_8712eeae500c7ae0,2016-01-02 18:00:00,2016-01-01 10:00:00,2
461,hpg_87c07a6840c0b7fe,2016-01-02 18:00:00,2016-01-02 10:00:00,4
462,hpg_88a79f87367e650d,2016-01-02 18:00:00,2016-01-02 08:00:00,6
463,hpg_89be75188da4953f,2016-01-02 18:00:00,2016-01-01 18:00:00,7
464,hpg_8f411dbde59b60e7,2016-01-02 18:00:00,2016-01-01 22:00:00,2
465,hpg_90ac790acd979fff,2016-01-02 18:00:00,2016-01-02 13:00:00,3
466,hpg_90e4e1fe8b4b6eb7,2016-01-02 18:00:00,2016-01-01 22:00:00,3
467,hpg_9171442eea96aff3,2016-01-02 18:00:00,2016-01-01 21:00:00,2
468,hpg_91cdca51ab93bab5,2016-01-02 18:00:00,2016-01-02 12:00:00,2
469,hpg_92c605fe62b4f7ff,2016-01-02 18:00:00,2016-01-01 21:00:00,2
470,hpg_934ff8a05fe1b95d,2016-01-02 18:00:00,2016-01-01 21:00:00,2
471,hpg_93d0b9b09395754e,2016-01-02 18:00:00,2016-01-01 14:00:00,5
472,hpg_948655a15973e853,2016-01-02 18:00:00,2016-01-01 19:00:00,5
473,hpg_94bd179a80ae8e94,2016-01-02 18:00:00,2016-01-01 22:00:00,3
474,hpg_94bd179a80ae8e94,2016-01-02 18:00:00,2016-01-02 16:00:00,2
475,hpg_94bd179a80ae8e94,2016-01-02 18:00:00,2016-01-01 19:00:00,4
476,hpg_9525b1b2e0223c17,2016-01-02 18:00:00,2016-01-02 15:00:00,3
477,hpg_9525b1b2e0223c17,2016-01-02 18:00:00,2016-01-01 00:00:00,4
478,hpg_9525b1b2e0223c17,2016-01-02 18:00:00,2016-01-01 00:00:00,4
479,hpg_9525b1b2e0223c17,2016-01-02 18:00:00,2016-01-02 00:00:00,2
480,hpg_971af9b8700e920a,2016-01-02 18:00:00,2016-01-01 19:00:00,3
481,hpg_971af9b8700e920a,2016-01-02 18:00:00,2016-01-02 14:00:00,3
482,hpg_978d58a737edf76e,2016-01-02 18:00:00,2016-01-02 16:00:00,4
483,hpg_97b354585b657435,2016-01-02 18:00:00,2016-01-02 13:00:00,3
484,hpg_99b2542d3ab6bfbd,2016-01-02 18:00:00,2016-01-01 10:00:00,10
485,hpg_99e6dbfadc09100c,2016-01-02 18:00:00,2016-01-02 11:00:00,4
486,hpg_9c0464f267f5078c,2016-01-02 18:00:00,2016-01-01 16:00:00,2
487,hpg_9d48161f4879c3d2,2016-01-02 18:00:00,2016-01-02 14:00:00,3
488,hpg_9e4a5305856d7ba6,2016-01-02 18:00:00,2016-01-02 00:00:00,3
489,hpg_9f5326dd0c2b2add,2016-01-02 18:00:00,2016-01-01 14:00:00,2
490,hpg_a0e573da0a97dc71,2016-01-02 18:00:00,2016-01-02 09:00:00,2
491,hpg_a284bcfadc49db95,2016-01-02 18:00:00,2016-01-02 12:00:00,8
492,hpg_a4e56dacf21fc9d0,2016-01-02 18:00:00,2016-01-01 14:00:00,4
493,hpg_a4f28f46eebbc128,2016-01-02 18:00:00,2016-01-01 15:00:00,2
494,hpg_a636a126bd4ea37b,2016-01-02 18:00:00,2016-01-01 22:00:00,3
495,hpg_a87ac156bb675f45,2016-01-02 18:00:00,2016-01-02 12:00:00,4
496,hpg_aa5eebf795fd75cd,2016-01-02 18:00:00,2016-01-02 11:00:00,4
497,hpg_ab26159460b0ffb2,2016-01-02 18:00:00,2016-01-01 14:00:00,2
498,hpg_ab60036855dc7885,2016-01-02 18:00:00,2016-01-01 08:00:00,3
499,hpg_abc967b437478a74,2016-01-02 18:00:00,2016-01-01 19:00:00,3
500,hpg_ae7c8295c19025f6,2016-01-02 18:00:00,2016-01-02 12:00:00,7
501,hpg_ae7e7a279aadb113,2016-01-02 18:00:00,2016-01-01 20:00:00,4
502,hpg_ae7e7a279aadb113,2016-01-02 18:00:00,2016-01-02 10:00:00,2
503,hpg_aface07d37ec1c2c,2016-01-02 18:00:00,2016-01-01 20:00:00,6
504,hpg_b0f28f2c28039f88,2016-01-02 18:00:00,2016-01-01 13:00:00,4
505,hpg_b218696ef81cfae4,2016-01-02 18:00:00,2016-01-01 12:00:00,2
506,hpg_b284acba1fc1e821,2016-01-02 18:00:00,2016-01-01 22:00:00,4
507,hpg_b2bdf16202076d86,2016-01-02 18:00:00,2016-01-02 15:00:00,4
508,hpg_b2dc09b3b2ca587d,2016-01-02 18:00:00,2016-01-02 12:00:00,5
509,hpg_b2ee2cb0689c21df,2016-01-02 18:00:00,2016-01-01 20:00:00,2
510,hpg_b52da06b79da226a,2016-01-02 18:00:00,2016-01-02 10:00:00,3
511,hpg_b789c5ba6b30be00,2016-01-02 18:00:00,2016-01-02 11:00:00,2
512,hpg_b840d1cf7dcf53ec,2016-01-02 18:00:00,2016-01-01 12:00:00,3
513,hpg_b8578c1f9c410699,2016-01-02 18:00:00,2016-01-01 20:00:00,4
514,hpg_b8982b44e04b9374,2016-01-02 18:00:00,2016-01-02 17:00:00,2
515,hpg_b8b5da832ff70234,2016-01-02 18:00:00,2016-01-01 22:00:00,3
516,hpg_b988dd745e761af6,2016-01-02 18:00:00,2016-01-01 18:00:00,4
517,hpg_babe2c3d962d7bb6,2016-01-02 18:00:00,2016-01-01 12:00:00,3
518,hpg_babe2c3d962d7bb6,2016-01-02 18:00:00,2016-01-01 12:00:00,3
519,hpg_bad474b1192791bc,2016-01-02 18:00:00,2016-01-02 14:00:00,4
520,hpg_bbea72d613181f9e,2016-01-02 18:00:00,2016-01-01 21:00:00,2
521,hpg_bfd1e5fb7f2150d1,2016-01-02 18:00:00,2016-01-02 16:00:00,2
522,hpg_c0e63f984198ecaf,2016-01-02 18:00:00,2016-01-01 19:00:00,3
523,hpg_c0f347b9940c3588,2016-01-02 18:00:00,2016-01-01 04:00:00,11
524,hpg_c101044367cefb8a,2016-01-02 18:00:00,2016-01-01 10:00:00,4
525,hpg_c101044367cefb8a,2016-01-02 18:00:00,2016-01-01 16:00:00,2
526,hpg_c336b7bb4411462c,2016-01-02 18:00:00,2016-01-02 12:00:00,2
527,hpg_c35f09d64c7bedcf,2016-01-02 18:00:00,2016-01-01 19:00:00,5
528,hpg_c35f09d64c7bedcf,2016-01-02 18:00:00,2016-01-02 16:00:00,2
529,hpg_c3674c2e56d038a9,2016-01-02 18:00:00,2016-01-02 11:00:00,2
530,hpg_c42c2dee905da4b5,2016-01-02 18:00:00,2016-01-01 18:00:00,6
531,hpg_c487390517f6ad84,2016-01-02 18:00:00,2016-01-02 00:00:00,10
532,hpg_c487390517f6ad84,2016-01-02 18:00:00,2016-01-01 02:00:00,5
533,hpg_c4b48e1ab39e4760,2016-01-02 18:00:00,2016-01-01 16:00:00,3
534,hpg_c4f33587014dd154,2016-01-02 18:00:00,2016-01-01 22:00:00,4
535,hpg_c64dff053ed28da3,2016-01-02 18:00:00,2016-01-01 14:00:00,6
536,hpg_c724e9d5c6254181,2016-01-02 18:00:00,2016-01-01 19:00:00,2
537,hpg_c724e9d5c6254181,2016-01-02 18:00:00,2016-01-01 14:00:00,3
538,hpg_c7597157d677a0d6,2016-01-02 18:00:00,2016-01-01 19:00:00,2
539,hpg_ca2955c93333ad85,2016-01-02 18:00:00,2016-01-01 21:00:00,6
540,hpg_cce09cfd2186b63e,2016-01-02 18:00:00,2016-01-01 10:00:00,7
541,hpg_ce4204762cb80150,2016-01-02 18:00:00,2016-01-01 21:00:00,2
542,hpg_d0879617fb524d4a,2016-01-02 18:00:00,2016-01-01 14:00:00,2
543,hpg_d12ed5b447011cd4,2016-01-02 18:00:00,2016-01-01 01:00:00,2
544,hpg_d2b2b205c8de6963,2016-01-02 18:00:00,2016-01-01 15:00:00,13
545,hpg_d5017bfc1b5b20ba,2016-01-02 18:00:00,2016-01-02 12:00:00,3
546,hpg_d59abd178db58422,2016-01-02 18:00:00,2016-01-02 15:00:00,12
547,hpg_d81736f3391b8cef,2016-01-02 18:00:00,2016-01-02 14:00:00,4
548,hpg_d8efc1cd508299d9,2016-01-02 18:00:00,2016-01-01 17:00:00,2
549,hpg_dad7855e06b14f4b,2016-01-02 18:00:00,2016-01-01 14:00:00,2
550,hpg_dbf6e365c289caba,2016-01-02 18:00:00,2016-01-02 11:00:00,5
551,hpg_dd93b6d87c262d18,2016-01-02 18:00:00,2016-01-02 07:00:00,2
552,hpg_de1cdb196568fe5e,2016-01-02 18:00:00,2016-01-01 15:00:00,2
553,hpg_de6ff8982341c1eb,2016-01-02 18:00:00,2016-01-02 11:00:00,3
554,hpg_dec6e1362e3c0760,2016-01-02 18:00:00,2016-01-01 12:00:00,2
555,hpg_df6782f4eb5ac4e2,2016-01-02 18:00:00,2016-01-02 17:00:00,4
556,hpg_dfd6381a364b4727,2016-01-02 18:00:00,2016-01-01 01:00:00,4
557,hpg_dfe27a5481c84588,2016-01-02 18:00:00,2016-01-01 01:00:00,4
558,hpg_e037ba48e937cff0,2016-01-02 18:00:00,2016-01-01 11:00:00,2
559,hpg_e22e34937d97ee37,2016-01-02 18:00:00,2016-01-02 00:00:00,14
560,hpg_e395f5f0ba4900bf,2016-01-02 18:00:00,2016-01-01 16:00:00,8
561,hpg_e4e3fec60a81dc1a,2016-01-02 18:00:00,2016-01-02 14:00:00,2
562,hpg_e67f8e0930420034,2016-01-02 18:00:00,2016-01-01 22:00:00,7
563,hpg_e6bed368fdbecc6b,2016-01-02 18:00:00,2016-01-01 09:00:00,11
564,hpg_e74f1ba1e18cdb48,2016-01-02 18:00:00,2016-01-01 22:00:00,7
565,hpg_e78855f1619e7c8e,2016-01-02 18:00:00,2016-01-01 23:00:00,6
566,hpg_e78855f1619e7c8e,2016-01-02 18:00:00,2016-01-01 15:00:00,2
567,hpg_e9cf65aa83f8acf2,2016-01-02 18:00:00,2016-01-01 01:00:00,4
568,hpg_ea04499b70bdc037,2016-01-02 18:00:00,2016-01-01 12:00:00,2
569,hpg_eb8645ae324ae6d4,2016-01-02 18:00:00,2016-01-02 11:00:00,2
570,hpg_ebda2103e1b86973,2016-01-02 18:00:00,2016-01-01 10:00:00,6
571,hpg_ec3e244f8c9caff1,2016-01-02 18:00:00,2016-01-02 14:00:00,4
572,hpg_ed0c2bfdc7312032,2016-01-02 18:00:00,2016-01-01 11:00:00,2
573,hpg_ed50da2b98488c0d,2016-01-02 18:00:00,2016-01-01 14:00:00,13
574,hpg_ee8bd2cafed20951,2016-01-02 18:00:00,2016-01-02 15:00:00,3
575,hpg_f0aebb46f8e8e3d6,2016-01-02 18:00:00,2016-01-02 11:00:00,5
576,hpg_f101a770e169705b,2016-01-02 18:00:00,2016-01-02 16:00:00,6
577,hpg_f1a11630830d2193,2016-01-02 18:00:00,2016-01-02 12:00:00,3
578,hpg_f1a11630830d2193,2016-01-02 18:00:00,2016-01-01 19:00:00,10
579,hpg_f1a11630830d2193,2016-01-02 18:00:00,2016-01-02 10:00:00,4
580,hpg_f1ca36d352e6fa8d,2016-01-02 18:00:00,2016-01-02 00:00:00,4
581,hpg_f412896879176f33,2016-01-02 18:00:00,2016-01-01 14:00:00,2
582,hpg_f460793514dad711,2016-01-02 18:00:00,2016-01-02 11:00:00,2
583,hpg_f489eb4ff32a8733,2016-01-02 18:00:00,2016-01-01 18:00:00,3
584,hpg_f4e46a5b5bb9797d,2016-01-02 18:00:00,2016-01-02 13:00:00,3
585,hpg_f5ff4f5da94d13bf,2016-01-02 18:00:00,2016-01-01 14:00:00,3
586,hpg_f9700725bd327baf,2016-01-02 18:00:00,2016-01-01 21:00:00,2
587,hpg_f9cd3ef25513ac0a,2016-01-02 18:00:00,2016-01-02 12:00:00,2
588,hpg_fa4645feddbb183c,2016-01-02 18:00:00,2016-01-02 16:00:00,2
589,hpg_fae6c96189b4a122,2016-01-02 18:00:00,2016-01-01 19:00:00,2
590,hpg_faeacb15ef911414,2016-01-02 18:00:00,2016-01-01 14:00:00,2
591,hpg_fbfc002b8b499556,2016-01-02 18:00:00,2016-01-02 16:00:00,2
592,hpg_feccef81cbc20bac,2016-01-02 18:00:00,2016-01-02 11:00:00,4
593,hpg_01d49844159186b5,2016-01-02 19:00:00,2016-01-02 13:00:00,5
594,hpg_01d49844159186b5,2016-01-02 19:00:00,2016-01-02 10:00:00,2
595,hpg_02d811c9f3125dd9,2016-01-02 19:00:00,2016-01-02 07:00:00,2
596,hpg_035050f3a03dafb2,2016-01-02 19:00:00,2016-01-01 23:00:00,4
597,hpg_04285a145214c95f,2016-01-02 19:00:00,2016-01-02 18:00:00,2
598,hpg_048dae5452e61c4c,2016-01-02 19:00:00,2016-01-01 02:00:00,4
599,hpg_04a8f682f700a115,2016-01-02 19:00:00,2016-01-01 11:00:00,2
600,hpg_05b9ac715a68163b,2016-01-02 19:00:00,2016-01-01 18:00:00,3
601,hpg_05d59b33d87eb314,2016-01-02 19:00:00,2016-01-02 00:00:00,3
602,hpg_0701d6b37217f8c9,2016-01-02 19:00:00,2016-01-02 15:00:00,6
603,hpg_0701d6b37217f8c9,2016-01-02 19:00:00,2016-01-02 13:00:00,5
604,hpg_0ed7e9bf5cf6fdfb,2016-01-02 19:00:00,2016-01-02 00:00:00,6
605,hpg_0ed7e9bf5cf6fdfb,2016-01-02 19:00:00,2016-01-02 08:00:00,2
606,hpg_0ed7e9bf5cf6fdfb,2016-01-02 19:00:00,2016-01-01 13:00:00,4
607,hpg_11801306ce8bfb4f,2016-01-02 19:00:00,2016-01-01 19:00:00,7
608,hpg_119da6d0c11debdc,2016-01-02 19:00:00,2016-01-02 11:00:00,4
609,hpg_17c0a52feb5ce0ec,2016-01-02 19:00:00,2016-01-01 11:00:00,2
